,temp,CO2,RH,PM25,PplCnt,OccStat,LgtStat,PNO,Ppl,time
0,22.4,1555,48.7,0.2,5,1,2,15213,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 1}, {'ID': 3, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 0}, {'ID': 36, 'ImgX': 284, 'ImgY': 270, 'ActLvl': 18}, {'ID': 41, 'ImgX': 366, 'ImgY': 292, 'ActLvl': 16}, {'ID': 42, 'ImgX': 316, 'ImgY': 272, 'ActLvl': 16}]",2022-7-6-23:8:42
0,22.4,1557,48.6,0.2,6,1,2,15215,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 1}, {'ID': 3, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 13}, {'ID': 36, 'ImgX': 174, 'ImgY': 172, 'ActLvl': 70}, {'ID': 41, 'ImgX': 362, 'ImgY': 288, 'ActLvl': 20}, {'ID': 42, 'ImgX': 320, 'ImgY': 270, 'ActLvl': 31}, {'ID': 45, 'ImgX': 272, 'ImgY': 274, 'ActLvl': 41}]",2022-7-6-23:8:47
0,22.5,1560,48.5,0.2,6,1,2,15217,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 0}, {'ID': 3, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 1}, {'ID': 36, 'ImgX': 148, 'ImgY': 178, 'ActLvl': 53}, {'ID': 41, 'ImgX': 366, 'ImgY': 272, 'ActLvl': 12}, {'ID': 42, 'ImgX': 320, 'ImgY': 260, 'ActLvl': 17}, {'ID': 45, 'ImgX': 408, 'ImgY': 178, 'ActLvl': 69}]",2022-7-6-23:8:52
0,22.4,1562,48.4,0.1,6,1,2,15219,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 1}, {'ID': 3, 'ImgX': 210, 'ImgY': 170, 'ActLvl': 72}, {'ID': 36, 'ImgX': 162, 'ImgY': 116, 'ActLvl': 8}, {'ID': 41, 'ImgX': 366, 'ImgY': 272, 'ActLvl': 6}, {'ID': 42, 'ImgX': 328, 'ImgY': 264, 'ActLvl': 13}, {'ID': 45, 'ImgX': 416, 'ImgY': 262, 'ActLvl': 21}]",2022-7-6-23:8:57
0,22.4,1561,48.5,0.1,5,1,2,15221,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 2}, {'ID': 36, 'ImgX': 164, 'ImgY': 124, 'ActLvl': 17}, {'ID': 41, 'ImgX': 374, 'ImgY': 268, 'ActLvl': 20}, {'ID': 42, 'ImgX': 346, 'ImgY': 266, 'ActLvl': 23}, {'ID': 45, 'ImgX': 462, 'ImgY': 272, 'ActLvl': 19}]",2022-7-6-23:9:2
0,22.4,1564,48.7,0.1,6,1,2,15223,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 0}, {'ID': 3, 'ImgX': 208, 'ImgY': 166, 'ActLvl': 52}, {'ID': 36, 'ImgX': 174, 'ImgY': 116, 'ActLvl': 13}, {'ID': 41, 'ImgX': 424, 'ImgY': 280, 'ActLvl': 12}, {'ID': 42, 'ImgX': 324, 'ImgY': 282, 'ActLvl': 33}, {'ID': 45, 'ImgX': 466, 'ImgY': 270, 'ActLvl': 8}]",2022-7-6-23:9:7
0,22.4,1564,48.7,0.2,7,1,2,15225,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 1}, {'ID': 3, 'ImgX': 212, 'ImgY': 302, 'ActLvl': 6}, {'ID': 36, 'ImgX': 172, 'ImgY': 116, 'ActLvl': 0}, {'ID': 41, 'ImgX': 450, 'ImgY': 270, 'ActLvl': 10}, {'ID': 42, 'ImgX': 330, 'ImgY': 274, 'ActLvl': 33}, {'ID': 45, 'ImgX': 466, 'ImgY': 270, 'ActLvl': 9}, {'ID': 47, 'ImgX': 366, 'ImgY': 286, 'ActLvl': 38}]",2022-7-6-23:9:12
0,22.4,1563,48.7,0.2,7,1,2,15227,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 2}, {'ID': 3, 'ImgX': 224, 'ImgY': 334, 'ActLvl': 37}, {'ID': 36, 'ImgX': 170, 'ImgY': 116, 'ActLvl': 1}, {'ID': 41, 'ImgX': 420, 'ImgY': 262, 'ActLvl': 4}, {'ID': 42, 'ImgX': 348, 'ImgY': 274, 'ActLvl': 24}, {'ID': 45, 'ImgX': 466, 'ImgY': 268, 'ActLvl': 2}, {'ID': 47, 'ImgX': 370, 'ImgY': 292, 'ActLvl': 18}]",2022-7-6-23:9:17
0,22.4,1565,48.8,0.2,7,1,2,15229,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 0}, {'ID': 3, 'ImgX': 146, 'ImgY': 250, 'ActLvl': 45}, {'ID': 36, 'ImgX': 172, 'ImgY': 116, 'ActLvl': 6}, {'ID': 41, 'ImgX': 392, 'ImgY': 280, 'ActLvl': 29}, {'ID': 42, 'ImgX': 328, 'ImgY': 290, 'ActLvl': 28}, {'ID': 45, 'ImgX': 464, 'ImgY': 272, 'ActLvl': 6}, {'ID': 47, 'ImgX': 370, 'ImgY': 292, 'ActLvl': 30}]",2022-7-6-23:9:22
0,22.4,1574,48.5,0.2,7,1,2,15231,"[{'ID': 187, 'ImgX': 392, 'ImgY': 84, 'ActLvl': 1}, {'ID': 3, 'ImgX': 156, 'ImgY': 276, 'ActLvl': 25}, {'ID': 36, 'ImgX': 172, 'ImgY': 116, 'ActLvl': 0}, {'ID': 41, 'ImgX': 418, 'ImgY': 274, 'ActLvl': 11}, {'ID': 42, 'ImgX': 336, 'ImgY': 270, 'ActLvl': 25}, {'ID': 45, 'ImgX': 466, 'ImgY': 268, 'ActLvl': 4}, {'ID': 47, 'ImgX': 370, 'ImgY': 290, 'ActLvl': 16}]",2022-7-6-23:9:27
0,22.4,1576,48.5,0.1,6,1,2,15233,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 9}, {'ID': 3, 'ImgX': 156, 'ImgY': 270, 'ActLvl': 14}, {'ID': 36, 'ImgX': 172, 'ImgY': 116, 'ActLvl': 1}, {'ID': 42, 'ImgX': 320, 'ImgY': 290, 'ActLvl': 19}, {'ID': 45, 'ImgX': 462, 'ImgY': 268, 'ActLvl': 5}, {'ID': 47, 'ImgX': 376, 'ImgY': 276, 'ActLvl': 19}]",2022-7-6-23:9:32
0,22.4,1578,48.5,0.1,6,1,2,15235,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 4}, {'ID': 3, 'ImgX': 226, 'ImgY': 158, 'ActLvl': 59}, {'ID': 36, 'ImgX': 154, 'ImgY': 116, 'ActLvl': 9}, {'ID': 42, 'ImgX': 320, 'ImgY': 290, 'ActLvl': 9}, {'ID': 45, 'ImgX': 464, 'ImgY': 270, 'ActLvl': 7}, {'ID': 47, 'ImgX': 382, 'ImgY': 276, 'ActLvl': 24}]",2022-7-6-23:9:37
0,22.4,1580,48.6,0.1,6,1,2,15237,"[{'ID': 187, 'ImgX': 398, 'ImgY': 90, 'ActLvl': 5}, {'ID': 3, 'ImgX': 342, 'ImgY': 86, 'ActLvl': 17}, {'ID': 36, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 0}, {'ID': 42, 'ImgX': 310, 'ImgY': 280, 'ActLvl': 30}, {'ID': 45, 'ImgX': 408, 'ImgY': 270, 'ActLvl': 60}, {'ID': 47, 'ImgX': 370, 'ImgY': 286, 'ActLvl': 49}]",2022-7-6-23:9:42
0,22.4,1574,48.5,0.1,6,1,2,15239,"[{'ID': 187, 'ImgX': 398, 'ImgY': 90, 'ActLvl': 2}, {'ID': 3, 'ImgX': 282, 'ImgY': 86, 'ActLvl': 43}, {'ID': 36, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 3}, {'ID': 42, 'ImgX': 326, 'ImgY': 290, 'ActLvl': 9}, {'ID': 45, 'ImgX': 446, 'ImgY': 266, 'ActLvl': 37}, {'ID': 47, 'ImgX': 388, 'ImgY': 274, 'ActLvl': 33}]",2022-7-6-23:9:47
0,22.4,1574,48.5,0.1,6,1,2,15241,"[{'ID': 187, 'ImgX': 398, 'ImgY': 90, 'ActLvl': 9}, {'ID': 3, 'ImgX': 338, 'ImgY': 64, 'ActLvl': 40}, {'ID': 36, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 0}, {'ID': 42, 'ImgX': 332, 'ImgY': 278, 'ActLvl': 29}, {'ID': 45, 'ImgX': 444, 'ImgY': 264, 'ActLvl': 4}, {'ID': 47, 'ImgX': 364, 'ImgY': 270, 'ActLvl': 30}]",2022-7-6-23:9:52
0,22.4,1570,48.4,0.1,6,1,2,15243,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 16}, {'ID': 3, 'ImgX': 360, 'ImgY': 188, 'ActLvl': 61}, {'ID': 36, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 0}, {'ID': 42, 'ImgX': 324, 'ImgY': 278, 'ActLvl': 19}, {'ID': 45, 'ImgX': 440, 'ImgY': 268, 'ActLvl': 19}, {'ID': 47, 'ImgX': 358, 'ImgY': 278, 'ActLvl': 18}]",2022-7-6-23:9:57
0,22.4,1574,48.5,0.1,6,1,2,15245,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 9}, {'ID': 3, 'ImgX': 350, 'ImgY': 84, 'ActLvl': 39}, {'ID': 36, 'ImgX': 170, 'ImgY': 126, 'ActLvl': 0}, {'ID': 42, 'ImgX': 332, 'ImgY': 262, 'ActLvl': 13}, {'ID': 45, 'ImgX': 446, 'ImgY': 262, 'ActLvl': 44}, {'ID': 49, 'ImgX': 398, 'ImgY': 262, 'ActLvl': 16}]",2022-7-6-23:10:2
0,22.4,1573,48.6,0.2,6,1,2,15249,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 2}, {'ID': 3, 'ImgX': 188, 'ImgY': 296, 'ActLvl': 12}, {'ID': 36, 'ImgX': 164, 'ImgY': 118, 'ActLvl': 2}, {'ID': 42, 'ImgX': 328, 'ImgY': 276, 'ActLvl': 10}, {'ID': 45, 'ImgX': 462, 'ImgY': 282, 'ActLvl': 24}, {'ID': 49, 'ImgX': 370, 'ImgY': 268, 'ActLvl': 12}]",2022-7-6-23:10:7
0,22.4,1569,48.6,0.2,7,1,2,15251,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 1}, {'ID': 3, 'ImgX': 188, 'ImgY': 290, 'ActLvl': 0}, {'ID': 36, 'ImgX': 164, 'ImgY': 118, 'ActLvl': 0}, {'ID': 42, 'ImgX': 320, 'ImgY': 272, 'ActLvl': 5}, {'ID': 45, 'ImgX': 454, 'ImgY': 284, 'ActLvl': 3}, {'ID': 49, 'ImgX': 362, 'ImgY': 266, 'ActLvl': 6}, {'ID': 50, 'ImgX': 408, 'ImgY': 274, 'ActLvl': 5}]",2022-7-6-23:10:12
0,22.4,1571,48.7,0.2,7,1,2,15253,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 3}, {'ID': 3, 'ImgX': 188, 'ImgY': 288, 'ActLvl': 0}, {'ID': 36, 'ImgX': 164, 'ImgY': 118, 'ActLvl': 0}, {'ID': 42, 'ImgX': 322, 'ImgY': 258, 'ActLvl': 7}, {'ID': 45, 'ImgX': 458, 'ImgY': 284, 'ActLvl': 1}, {'ID': 49, 'ImgX': 362, 'ImgY': 266, 'ActLvl': 5}, {'ID': 50, 'ImgX': 412, 'ImgY': 282, 'ActLvl': 3}]",2022-7-6-23:10:17
0,22.4,1567,48.7,0.1,7,1,2,15255,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 0}, {'ID': 3, 'ImgX': 188, 'ImgY': 288, 'ActLvl': 0}, {'ID': 36, 'ImgX': 166, 'ImgY': 120, 'ActLvl': 13}, {'ID': 42, 'ImgX': 340, 'ImgY': 266, 'ActLvl': 20}, {'ID': 45, 'ImgX': 462, 'ImgY': 284, 'ActLvl': 17}, {'ID': 49, 'ImgX': 362, 'ImgY': 278, 'ActLvl': 18}, {'ID': 50, 'ImgX': 416, 'ImgY': 284, 'ActLvl': 33}]",2022-7-6-23:10:22
0,22.4,1568,48.7,0.1,7,1,2,15257,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 2}, {'ID': 3, 'ImgX': 188, 'ImgY': 288, 'ActLvl': 0}, {'ID': 36, 'ImgX': 168, 'ImgY': 110, 'ActLvl': 25}, {'ID': 42, 'ImgX': 342, 'ImgY': 266, 'ActLvl': 10}, {'ID': 45, 'ImgX': 458, 'ImgY': 288, 'ActLvl': 6}, {'ID': 49, 'ImgX': 370, 'ImgY': 276, 'ActLvl': 8}, {'ID': 50, 'ImgX': 420, 'ImgY': 272, 'ActLvl': 10}]",2022-7-6-23:10:27
0,22.4,1571,48.7,0.1,7,1,2,15259,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 0}, {'ID': 3, 'ImgX': 188, 'ImgY': 288, 'ActLvl': 0}, {'ID': 36, 'ImgX': 174, 'ImgY': 110, 'ActLvl': 24}, {'ID': 42, 'ImgX': 320, 'ImgY': 276, 'ActLvl': 4}, {'ID': 45, 'ImgX': 458, 'ImgY': 280, 'ActLvl': 8}, {'ID': 49, 'ImgX': 358, 'ImgY': 268, 'ActLvl': 5}, {'ID': 50, 'ImgX': 414, 'ImgY': 278, 'ActLvl': 12}]",2022-7-6-23:10:32
0,22.4,1570,48.6,0.2,7,1,2,15261,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 0}, {'ID': 3, 'ImgX': 184, 'ImgY': 288, 'ActLvl': 1}, {'ID': 36, 'ImgX': 166, 'ImgY': 120, 'ActLvl': 28}, {'ID': 42, 'ImgX': 320, 'ImgY': 276, 'ActLvl': 1}, {'ID': 45, 'ImgX': 456, 'ImgY': 278, 'ActLvl': 10}, {'ID': 49, 'ImgX': 358, 'ImgY': 268, 'ActLvl': 2}, {'ID': 50, 'ImgX': 430, 'ImgY': 278, 'ActLvl': 13}]",2022-7-6-23:10:37
0,22.4,1574,48.6,0.2,7,1,2,15263,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 2}, {'ID': 3, 'ImgX': 184, 'ImgY': 288, 'ActLvl': 1}, {'ID': 36, 'ImgX': 158, 'ImgY': 118, 'ActLvl': 23}, {'ID': 42, 'ImgX': 320, 'ImgY': 276, 'ActLvl': 5}, {'ID': 45, 'ImgX': 424, 'ImgY': 286, 'ActLvl': 6}, {'ID': 49, 'ImgX': 356, 'ImgY': 270, 'ActLvl': 7}, {'ID': 50, 'ImgX': 384, 'ImgY': 264, 'ActLvl': 8}]",2022-7-6-23:10:42
0,22.4,1573,48.5,0.2,8,1,2,15265,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 2}, {'ID': 3, 'ImgX': 184, 'ImgY': 288, 'ActLvl': 1}, {'ID': 36, 'ImgX': 160, 'ImgY': 112, 'ActLvl': 11}, {'ID': 42, 'ImgX': 330, 'ImgY': 274, 'ActLvl': 18}, {'ID': 45, 'ImgX': 412, 'ImgY': 276, 'ActLvl': 24}, {'ID': 49, 'ImgX': 360, 'ImgY': 270, 'ActLvl': 13}, {'ID': 50, 'ImgX': 380, 'ImgY': 274, 'ActLvl': 20}, {'ID': 51, 'ImgX': 436, 'ImgY': 280, 'ActLvl': 28}]",2022-7-6-23:10:47
0,22.4,1579,48.5,0.2,8,1,2,15267,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 1}, {'ID': 3, 'ImgX': 184, 'ImgY': 278, 'ActLvl': 15}, {'ID': 36, 'ImgX': 170, 'ImgY': 240, 'ActLvl': 47}, {'ID': 42, 'ImgX': 324, 'ImgY': 268, 'ActLvl': 9}, {'ID': 45, 'ImgX': 418, 'ImgY': 268, 'ActLvl': 21}, {'ID': 49, 'ImgX': 348, 'ImgY': 266, 'ActLvl': 9}, {'ID': 50, 'ImgX': 374, 'ImgY': 272, 'ActLvl': 12}, {'ID': 51, 'ImgX': 452, 'ImgY': 300, 'ActLvl': 18}]",2022-7-6-23:10:52
0,22.4,1582,48.6,0.2,8,1,2,15269,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 1}, {'ID': 3, 'ImgX': 176, 'ImgY': 282, 'ActLvl': 3}, {'ID': 36, 'ImgX': 172, 'ImgY': 234, 'ActLvl': 8}, {'ID': 45, 'ImgX': 422, 'ImgY': 266, 'ActLvl': 15}, {'ID': 49, 'ImgX': 350, 'ImgY': 268, 'ActLvl': 8}, {'ID': 50, 'ImgX': 368, 'ImgY': 264, 'ActLvl': 8}, {'ID': 51, 'ImgX': 454, 'ImgY': 304, 'ActLvl': 7}, {'ID': 52, 'ImgX': 462, 'ImgY': 278, 'ActLvl': 8}]",2022-7-6-23:10:57
0,22.4,1583,48.6,0.2,7,1,2,15270,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 1}, {'ID': 3, 'ImgX': 176, 'ImgY': 282, 'ActLvl': 18}, {'ID': 36, 'ImgX': 170, 'ImgY': 234, 'ActLvl': 34}, {'ID': 45, 'ImgX': 424, 'ImgY': 262, 'ActLvl': 7}, {'ID': 49, 'ImgX': 354, 'ImgY': 266, 'ActLvl': 9}, {'ID': 50, 'ImgX': 368, 'ImgY': 264, 'ActLvl': 7}, {'ID': 52, 'ImgX': 460, 'ImgY': 280, 'ActLvl': 6}]",2022-7-6-23:11:2
0,22.4,1582,48.6,0.2,7,1,2,15272,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 14}, {'ID': 36, 'ImgX': 270, 'ImgY': 328, 'ActLvl': 64}, {'ID': 45, 'ImgX': 428, 'ImgY': 262, 'ActLvl': 3}, {'ID': 49, 'ImgX': 340, 'ImgY': 268, 'ActLvl': 16}, {'ID': 52, 'ImgX': 460, 'ImgY': 280, 'ActLvl': 3}, {'ID': 53, 'ImgX': 324, 'ImgY': 268, 'ActLvl': 17}, {'ID': 54, 'ImgX': 224, 'ImgY': 154, 'ActLvl': 46}]",2022-7-6-23:11:7
0,22.4,1580,48.5,0.2,7,1,2,15274,"[{'ID': 187, 'ImgX': 398, 'ImgY': 92, 'ActLvl': 11}, {'ID': 36, 'ImgX': 182, 'ImgY': 284, 'ActLvl': 47}, {'ID': 45, 'ImgX': 428, 'ImgY': 262, 'ActLvl': 4}, {'ID': 49, 'ImgX': 342, 'ImgY': 262, 'ActLvl': 15}, {'ID': 52, 'ImgX': 460, 'ImgY': 280, 'ActLvl': 4}, {'ID': 53, 'ImgX': 312, 'ImgY': 262, 'ActLvl': 14}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 21}]",2022-7-6-23:11:12
0,22.4,1576,48.6,0.2,7,1,2,15276,"[{'ID': 187, 'ImgX': 398, 'ImgY': 90, 'ActLvl': 1}, {'ID': 36, 'ImgX': 188, 'ImgY': 300, 'ActLvl': 6}, {'ID': 45, 'ImgX': 424, 'ImgY': 260, 'ActLvl': 2}, {'ID': 52, 'ImgX': 460, 'ImgY': 280, 'ActLvl': 0}, {'ID': 53, 'ImgX': 320, 'ImgY': 272, 'ActLvl': 14}, {'ID': 54, 'ImgX': 162, 'ImgY': 122, 'ActLvl': 3}, {'ID': 55, 'ImgX': 374, 'ImgY': 270, 'ActLvl': 2}]",2022-7-6-23:11:17
0,22.4,1575,48.5,0.2,6,1,2,15279,"[{'ID': 187, 'ImgX': 396, 'ImgY': 92, 'ActLvl': 6}, {'ID': 45, 'ImgX': 388, 'ImgY': 178, 'ActLvl': 70}, {'ID': 49, 'ImgX': 342, 'ImgY': 278, 'ActLvl': 21}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 0}, {'ID': 55, 'ImgX': 386, 'ImgY': 322, 'ActLvl': 31}, {'ID': 56, 'ImgX': 392, 'ImgY': 272, 'ActLvl': 20}]",2022-7-6-23:11:22
0,22.4,1572,48.4,0.2,7,1,2,15281,"[{'ID': 187, 'ImgX': 394, 'ImgY': 90, 'ActLvl': 4}, {'ID': 36, 'ImgX': 184, 'ImgY': 288, 'ActLvl': 1}, {'ID': 45, 'ImgX': 454, 'ImgY': 266, 'ActLvl': 70}, {'ID': 49, 'ImgX': 334, 'ImgY': 276, 'ActLvl': 16}, {'ID': 54, 'ImgX': 156, 'ImgY': 122, 'ActLvl': 0}, {'ID': 57, 'ImgX': 426, 'ImgY': 246, 'ActLvl': 30}, {'ID': 58, 'ImgX': 398, 'ImgY': 268, 'ActLvl': 11}]",2022-7-6-23:11:27
0,22.4,1578,48.3,0.2,7,1,2,15283,"[{'ID': 187, 'ImgX': 394, 'ImgY': 90, 'ActLvl': 5}, {'ID': 36, 'ImgX': 180, 'ImgY': 278, 'ActLvl': 6}, {'ID': 45, 'ImgX': 440, 'ImgY': 282, 'ActLvl': 18}, {'ID': 49, 'ImgX': 326, 'ImgY': 272, 'ActLvl': 7}, {'ID': 54, 'ImgX': 162, 'ImgY': 124, 'ActLvl': 5}, {'ID': 58, 'ImgX': 356, 'ImgY': 268, 'ActLvl': 7}, {'ID': 59, 'ImgX': 412, 'ImgY': 278, 'ActLvl': 6}]",2022-7-6-23:11:32
0,22.4,1585,48.6,0.2,6,1,2,15285,"[{'ID': 187, 'ImgX': 394, 'ImgY': 90, 'ActLvl': 1}, {'ID': 36, 'ImgX': 182, 'ImgY': 278, 'ActLvl': 10}, {'ID': 45, 'ImgX': 440, 'ImgY': 280, 'ActLvl': 16}, {'ID': 49, 'ImgX': 326, 'ImgY': 272, 'ActLvl': 6}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 3}, {'ID': 58, 'ImgX': 362, 'ImgY': 272, 'ActLvl': 4}]",2022-7-6-23:11:38
0,22.4,1592,48.5,0.2,7,1,2,15287,"[{'ID': 187, 'ImgX': 394, 'ImgY': 90, 'ActLvl': 3}, {'ID': 36, 'ImgX': 224, 'ImgY': 346, 'ActLvl': 55}, {'ID': 49, 'ImgX': 326, 'ImgY': 272, 'ActLvl': 7}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 0}, {'ID': 58, 'ImgX': 356, 'ImgY': 268, 'ActLvl': 15}, {'ID': 60, 'ImgX': 424, 'ImgY': 272, 'ActLvl': 17}, {'ID': 62, 'ImgX': 404, 'ImgY': 272, 'ActLvl': 7}]",2022-7-6-23:11:43
0,22.4,1596,48.5,0.2,7,1,2,15289,"[{'ID': 187, 'ImgX': 394, 'ImgY': 90, 'ActLvl': 8}, {'ID': 36, 'ImgX': 240, 'ImgY': 326, 'ActLvl': 35}, {'ID': 49, 'ImgX': 312, 'ImgY': 268, 'ActLvl': 7}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 0}, {'ID': 58, 'ImgX': 354, 'ImgY': 268, 'ActLvl': 7}, {'ID': 60, 'ImgX': 440, 'ImgY': 280, 'ActLvl': 12}, {'ID': 62, 'ImgX': 404, 'ImgY': 262, 'ActLvl': 9}]",2022-7-6-23:11:48
0,22.4,1599,48.5,0.2,5,1,2,15291,"[{'ID': 187, 'ImgX': 388, 'ImgY': 98, 'ActLvl': 6}, {'ID': 36, 'ImgX': 184, 'ImgY': 292, 'ActLvl': 30}, {'ID': 49, 'ImgX': 334, 'ImgY': 270, 'ActLvl': 11}, {'ID': 58, 'ImgX': 358, 'ImgY': 274, 'ActLvl': 13}, {'ID': 62, 'ImgX': 418, 'ImgY': 268, 'ActLvl': 21}]",2022-7-6-23:11:53
0,22.4,1595,48.5,0.2,7,1,2,15293,"[{'ID': 187, 'ImgX': 388, 'ImgY': 96, 'ActLvl': 5}, {'ID': 36, 'ImgX': 186, 'ImgY': 284, 'ActLvl': 0}, {'ID': 49, 'ImgX': 334, 'ImgY': 270, 'ActLvl': 5}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 0}, {'ID': 58, 'ImgX': 362, 'ImgY': 268, 'ActLvl': 2}, {'ID': 60, 'ImgX': 448, 'ImgY': 288, 'ActLvl': 10}, {'ID': 64, 'ImgX': 418, 'ImgY': 280, 'ActLvl': 5}]",2022-7-6-23:11:58
0,22.4,1599,48.5,0.1,8,1,2,15295,"[{'ID': 187, 'ImgX': 388, 'ImgY': 96, 'ActLvl': 1}, {'ID': 49, 'ImgX': 320, 'ImgY': 274, 'ActLvl': 12}, {'ID': 54, 'ImgX': 162, 'ImgY': 124, 'ActLvl': 0}, {'ID': 58, 'ImgX': 380, 'ImgY': 246, 'ActLvl': 19}, {'ID': 60, 'ImgX': 448, 'ImgY': 298, 'ActLvl': 10}, {'ID': 62, 'ImgX': 412, 'ImgY': 246, 'ActLvl': 17}, {'ID': 64, 'ImgX': 438, 'ImgY': 258, 'ActLvl': 13}, {'ID': 65, 'ImgX': 356, 'ImgY': 276, 'ActLvl': 0}]",2022-7-6-23:12:3
0,22.4,1596,48.5,0.1,8,1,2,15297,"[{'ID': 187, 'ImgX': 388, 'ImgY': 96, 'ActLvl': 1}, {'ID': 54, 'ImgX': 160, 'ImgY': 122, 'ActLvl': 0}, {'ID': 58, 'ImgX': 366, 'ImgY': 264, 'ActLvl': 13}, {'ID': 60, 'ImgX': 450, 'ImgY': 300, 'ActLvl': 5}, {'ID': 62, 'ImgX': 384, 'ImgY': 264, 'ActLvl': 12}, {'ID': 64, 'ImgX': 420, 'ImgY': 244, 'ActLvl': 7}, {'ID': 65, 'ImgX': 336, 'ImgY': 272, 'ActLvl': 14}, {'ID': 66, 'ImgX': 432, 'ImgY': 272, 'ActLvl': 5}]",2022-7-6-23:12:8
0,22.4,1599,48.4,0.1,6,1,2,15299,"[{'ID': 187, 'ImgX': 388, 'ImgY': 96, 'ActLvl': 7}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 0}, {'ID': 58, 'ImgX': 360, 'ImgY': 266, 'ActLvl': 8}, {'ID': 62, 'ImgX': 384, 'ImgY': 264, 'ActLvl': 8}, {'ID': 66, 'ImgX': 436, 'ImgY': 270, 'ActLvl': 21}, {'ID': 67, 'ImgX': 322, 'ImgY': 272, 'ActLvl': 2}]",2022-7-6-23:12:13
0,22.4,1595,48.4,0.1,5,1,2,15301,"[{'ID': 187, 'ImgX': 392, 'ImgY': 96, 'ActLvl': 2}, {'ID': 54, 'ImgX': 158, 'ImgY': 122, 'ActLvl': 8}, {'ID': 62, 'ImgX': 394, 'ImgY': 274, 'ActLvl': 28}, {'ID': 66, 'ImgX': 424, 'ImgY': 274, 'ActLvl': 39}, {'ID': 67, 'ImgX': 344, 'ImgY': 272, 'ActLvl': 19}]",2022-7-6-23:12:18
0,22.4,1593,48.3,0.1,5,1,2,15303,"[{'ID': 187, 'ImgX': 398, 'ImgY': 88, 'ActLvl': 14}, {'ID': 54, 'ImgX': 254, 'ImgY': 112, 'ActLvl': 63}, {'ID': 62, 'ImgX': 392, 'ImgY': 262, 'ActLvl': 39}, {'ID': 66, 'ImgX': 458, 'ImgY': 284, 'ActLvl': 8}, {'ID': 67, 'ImgX': 366, 'ImgY': 264, 'ActLvl': 33}]",2022-7-6-23:12:23
